fips_code,population
27135,15679
27137,
27137,200949
27139,139672
27139,
27141,
27141,91126
27143,14918
27143,
27145,152912
27145,
27147,
27147,36573
27149,
27149,9800
27151,
27151,9436
27153,24264
27153,
27155,
27155,3387
27157,21362
27157,
27159,13757
27159,
27161,19025
27161,
27163,
27163,249283
27165,
27165,11083
27167,
27167,6495
27169,
27169,51097
27171,
27171,129918
27173,
27173,10109
28000,
28001,
28001,31737
28003,37380
28003,
28005,12629
28005,
28007,19163
28007,
28009,8296
28009,
28011,
28011,33768
28013,14745
28013,
28015,
28015,10254
28017,
28017,17313
28019,8294
28019,
28021,9080
28021,
28023,16299
28023,
28025,20225
28025,
28027,24807
28027,
28029,28797
28029,
28031,19442
28031,
28033,170913
28033,
28035,
28035,76330
28037,7833
28037,
28039,
28039,23303
28041,14326
28041,
28043,
28043,21666
28045,45949
28045,
28047,
28047,199058
28049,
28049,243729
28051,18459
28051,
28053,
28053,8741
28055,
28055,1397
28057,23527
28057,
28059,141137
28059,
28061,16601
28061,
28063,7599
28063,
28065,
28065,11822
28067,68290
28067,
28069,10163
28069,
28071,52930
28071,
28073,
28073,60099
28075,
28075,79739
28077,
28077,12502
28079,23193
28079,
28081,85246
28081,
28083,
28083,31422
28085,
28085,34775
28087,
28087,59730
28089,
28089,101688
28091,
28091,25868
28093,36234
28093,
28095,36003
28095,
28097,10400
28097,
28099,
28099,29465
28101,21832
28101,
28103,11115
28103,
28105,49414
28105,
28107,
28107,34444
28109,55224
28109,
28111,
28111,12227
28113,
28113,40058
28115,
28115,30950
28117,
28117,25428
28119,7678
28119,
28121,
28121,148070
28123,
28123,28461
28125,
28125,4647
28127,27463
28127,
28129,
28129,16188
28131,
28131,17875
28133,
28133,27496
28135,14761
28135,
28137,
28137,28204
28139,22039
28139,
28141,19420
28141,
28143,
28143,10598
28145,28097
28145,
28147,
28147,14859
28149,
28149,47983
28151,
28151,48958
28153,
28153,20490
28155,
28155,9972
28157,
28157,9191
28159,18478
28159,
28161,
28161,12276
28163,
28163,27817
29000,
29001,25602
29001,
29003,
29003,17379
29005,
29005,5382
29007,25887
29007,
29009,
29009,35662
29011,12057
29011,
29013,
29013,16584
29015,
29015,18806
29017,
29017,12394
29019,
29019,172717
29021,89486
29021,
29023,42972
29023,
29025,
29025,9034
29027,44750
29027,
29029,44021
29029,
29031,
29031,78043
29033,
29033,9043
29035,
29035,6258
29037,
29037,100889
29039,
29039,13952
29041,
29041,7694
29043,
29043,82101
29045,6917
29045,
29047,
29047,233682
29049,
29049,20299
29051,76557
29051,
29053,17585
29053,
29055,24650
29055,
29057,7628
29057,
29059,16389
29059,
29061,8297
29061,
29063,
29063,12692
29065,
29065,15655
29067,
29067,13546
29069,31344
29069,
29071,
29071,102084
29073,14866
29073,
29075,6826
29075,
29077,
29077,285865
29079,10197
29079,
29081,
29081,8639
29083,
29083,22028
29085,
29085,9219
29087,
29087,4516
29089,
29089,10159
29091,
29091,40173
29093,10267
29093,
29095,683191
29095,
29097,117543
29097,
29099,222716
29099,
29101,54362
29101,
29103,4000
29103,
29105,35439
29105,
29107,32688
29107,
29109,
29109,38023
29111,10138
29111,
29113,
29113,54249
29115,
29115,12311
29117,
29117,15053
29119,
29119,22800
29121,
29121,15479
29123,12368
29123,
29125,
29125,9013
29127,28920
29127,
29129,3719
29129,
29131,
29131,25141
29133,14232
29133,
29135,
29135,15856
29137,
29137,8707
29139,11841
29139,
29141,
29141,20240
29143,
29143,18272
29145,
29145,58598
29147,23081
29147,
29149,
29149,10911
29151,
29151,13703
29153,9492
29153,
29155,
29155,17650
29157,
29157,19202
29159,42225
29159,
29161,
29161,44847
29163,18541
29163,
29165,94788
29165,
29167,31054
29167,
29169,
29169,53436
29171,4829
29171,
29173,
29173,10255
29175,
29175,25072
29177,
29177,22949
29179,
29179,6565
29181,13969
29181,
29183,379493
29183,
29185,9457
29185,
29186,
29186,17914
29187,65960
29187,
29189,
29189,1001876
29195,
29195,23347
29197,
29197,4370
29199,
29199,4863
29201,
29201,38903
29203,
29203,8329
29205,
29205,6108
29207,29867
29207,
29209,
29209,31104
29211,6411
29211,
29213,54230
29213,
29215,25642
29215,
29217,21001
29217,
29219,
29219,33253
29221,25077
29221,
29223,
29223,13452
29225,36888
29225,
29227,2073
29227,
29229,18291
29229,
29510,
29510,317419
30000,
30001,9345
30001,
30003,13282
30003,
30005,
30005,6619
30007,
30007,5667
30009,
30009,10399
30011,1169
30011,
30013,
30013,82344
30015,5894
30015,
30017,
30017,12092
30019,
30019,1793
30021,
30021,9518
30023,
30023,9150
30025,
30025,3108
30027,
30027,11442
30029,94924
30029,
30031,97308
30031,
30033,
30033,1309
30035,13696
30035,
30037,
30037,852
30039,
30039,3209
30041,16596
30041,
30043,
30043,11558
30045,1991
30045,
30047,29099
30047,
30049,
30049,65856
30051,
30051,2359
30053,
30053,19125
30055,1694
30055,
30057,
30057,7820
30059,
30059,1853
30061,
30061,4257
30063,112684
30063,
30065,
30065,4589
30067,15880
30067,
30069,
30069,485
30071,4192
30071,
30073,
30073,6219
30075,
30075,1783
30077,6909
30077,
30079,
30079,1148
30081,
30081,41030
30083,
30083,11576
30085,
30085,11332
30087,
30087,9326
30089,11364
30089,
30091,3696
30091,
30093,34680
30093,
30095,9290
30095,
30097,3665
30097,
30099,6064
30099,
30101,
30101,5150
30103,
30103,692
30105,
30105,7640
30107,
30107,2102
30109,1121
30109,
30111,155634
30111,
30113,
31000,
31001,
31001,31457
31003,
31003,6398
31005,
31005,453
31007,
31007,764
31009,504
31009,
31011,5353
31011,
31013,
31013,11340
31015,2033
31015,
31017,
31017,2941
31019,48224
31019,
31021,
31021,6573
31023,8249
31023,
31025,
31025,25524
31027,8610
31027,
31029,3978
31029,
31031,5762
31031,
31033,
31033,10148
31035,
31035,6315
31037,10504
31037,
31039,9027
31039,
31041,
31041,10728
31043,
31043,20850
31045,9042
31045,
31047,
31047,24096
31049,1940
31049,
31051,
31051,5782
31053,36744
31053,
31055,543244
31055,
31057,
31057,1886
31059,
31059,5661
31061,3076
31061,
31063,
31063,2705
31065,4888
31065,
31067,21663
31067,
31069,
31069,1911
31071,
31071,2003
31073,
31073,1970
31075,
31075,619
31077,2482
31077,
31079,61492
31079,
31081,
31081,9135
31083,3492
31083,
31085,933
31085,
31087,
31087,2901
31089,10403
31089,
31091,728
31091,
31093,
31093,6362
31095,
31095,7335
31097,
31097,5185
31099,6644
31099,
31101,
31101,8121
31103,
31103,810
31105,
31105,3713
31107,
31107,8482
31109,301795
31109,
31111,35815
31111,
31113,
31113,750
31115,588
31115,
31117,
31117,498
31119,
31119,35174
31121,7766
31121,
31123,
31123,4862
31125,
31125,3570
31127,7175
31127,
31129,4369
31129,
31131,15797
31131,
31133,
31133,2702
31135,
31135,2891
31137,
31137,9187
31139,
31139,7202
31141,32666
31141,
31143,
31143,5271
31145,
31145,10867
31147,
31147,8128
31149,
31149,1443
31151,
31151,14252
31153,172193
31153,
31155,
31155,20919
31157,
31157,36465
31159,
31159,17150
31161,5259
31161,
31163,3074
31163,
31165,
31165,1303
31167,
31167,6069
31169,
31169,5230
31171,
31171,687
31173,
31173,6969
31175,4204
31175,
31177,20258
31177,
31179,
31179,9431
31181,3658
31181,
31183,
31183,766
31185,
31185,13917
32000,
32001,
32001,23989
32003,
32003,2069681
32005,47536
32005,
32007,
32007,52766
32009,
32009,822
32011,
32011,2018
32013,17279
32013,
32015,
32015,6009
32017,
32017,5184
32019,51789
32019,
32021,
32021,4500
32023,
32023,42282
32027,6698
32027,
32029,
32029,3912
32031,440078
32031,
32033,10034
32033,
32510,54522
32510,
33000,
33001,60305
33001,
33003,
33003,47399
33005,
33005,76115
33007,31653
33007,
33009,
33009,89658
33011,
33011,405184
33013,
33013,147171
33015,
33015,300621
33017,125604
33017,
33019,
33019,43103
34000,
34001,
34001,275209
34003,933572
34003,
34005,
34005,449722
34007,
34007,511038
34009,95344
34009,
34011,
34011,157389
34013,
34013,795723
34015,
34015,290951
34017,
34017,669115
34019,126067
34019,
34021,
34021,371537
34023,836297
34023,
34025,
34025,629279
34027,499727
34027,
34029,586301
34029,
34031,508856
34031,
34033,
34033,64715
34035,
34035,332568
34037,
34037,144909
34039,552939
34039,
34041,106917
34041,
35000,
35001,
35001,675551
35003,3556
35003,
35005,
35005,65878
35006,27349
35006,
35007,
35007,12680
35009,
35009,50969
35011,
35011,1825
35013,
35013,213676
35015,
35015,56395
35017,
35017,29096
35019,
35019,4468
35021,
35021,683
35023,
35023,4560
35025,
35025,69999
35027,19706
35027,
35028,
35028,17682
35029,24673
35029,
35031,
35031,74098
35033,4592
35033,
35035,
35035,65082
35037,8501
35037,
35039,
35039,39777
35041,
35041,19536
35043,
35043,137608
35045,
35045,123785
35047,
35047,28239
35049,148164
35049,
35051,
35051,11325
35053,17310
35053,
35055,33084
35055,
35057,15611
35057,
35059,
35059,4297
35061,
35061,75817
36000,
36001,308171
36001,
36003,47736
36003,
36005,1438159
36005,
36007,197349
36007,
36009,78600
36009,
36011,
36011,78823
36013,
36013,132053
36015,
36015,87770
36017,49426
36017,
36019,81632
36019,
36021,
36021,62122
36023,49024
36023,
36025,
36025,46581
36027,296579
36027,
36029,922835
36029,
36031,
36031,38679
36033,51262
36033,
36035,
36035,54105
36037,59162
36037,
36039,
36039,47967
36041,
36041,4715
36043,63744
36043,
36045,119103
36045,
36047,2621793
36047,
36049,27220
36049,
36051,
36051,64586
36053,
36053,72369
36055,
36055,749857
36057,
36057,49779
36059,
36059,1358627
36061,
36061,1636268
36063,
36063,213525
36065,
36065,232871
36067,
36067,468196
36069,
36069,109707
36071,
36071,376099
36073,
36073,41984
36075,120913
36075,
36077,
36077,61128
36079,
36079,99487
36081,
36081,2321580
36083,159774
36083,
36085,
36085,473279
36087,323866
36087,
36089,
36089,111400
36091,
36091,224921
36093,155735
36093,
36095,
36095,31566
36097,18479
36097,
36099,
36099,34884
36101,98394
36101,
36103,
36103,1502968
36105,75943
36105,
36107,49870
36107,
36109,
36109,104691
36111,180445
36111,
36113,64973
36113,
36115,62372
36115,
36117,92051
36117,
36119,
36119,972634
36121,41188
36121,
36123,25208
36123,
37000,
37001,
37001,155792
37003,
37003,37392
37005,
37005,10879
37007,
37007,25765
37009,
37009,27126
37011,
37011,17773
37013,47585
37013,
37015,20106
37015,
37017,
37017,34657
37019,118836
37019,
37021,
37021,250539
37023,
37023,89486
37025,
37025,192103
37027,
37027,81484
37029,10331
37029,
37031,
37031,68811
37033,23082
37033,
37035,154534
37035,
37037,
37037,68698
37039,
37039,27141
37041,14572
37041,
37043,10581
37043,
37045,97076
37045,
37047,56953
37047,
37049,
37049,104510
37051,326328
37051,
37053,24976
37053,
37055,
37055,35104
37057,
37057,164072
37059,
37059,41434
37061,
37061,59882
37063,
37063,294460
37065,54933
37065,
37067,365298
37067,
37069,62860
37069,
37071,
37071,211127
37073,
37073,11567
37075,
37075,8644
37077,
37077,58500
37079,
37079,21093
37081,
37081,512119
37083,52970
37083,
37085,
37085,126666
37087,
37087,59471
37089,
37089,111149
37091,
37091,24308
37093,
37093,51611
37095,
37095,5676
37097,
37097,166675
37099,
37099,40981
37101,
37101,181423
37103,
37103,10076
37105,59662
37105,
37107,58485
37107,
37109,79829
37109,
37111,44965
37111,
37113,33875
37113,
37115,
37115,21157
37117,23454
37117,
37119,1012539
37119,
37121,15311
37121,
37123,
37123,27395
37125,
37125,93077
37127,
37127,94357
37129,216298
37129,
37131,20463
37131,
37133,
37133,187589
37135,140420
37135,
37137,12948
37137,
37139,39787
37139,
37141,56250
37141,
37143,
37143,13466
37145,39132
37145,
37147,175354
37147,
37149,
37149,20357
37151,142778
37151,
37153,45733
37153,
37155,134760
37155,
37157,91696
37157,
37159,138630
37159,
37161,
37161,66600
37163,
37163,64050
37165,35576
37165,
37167,
37167,60600
37169,
37169,46419
37171,72968
37171,
37173,
37173,14274
37175,
37175,33045
37177,4115
37177,
37179,218568
37179,
37181,
37181,44614
37183,
37183,998691
37185,
37185,20231
37187,
37187,12570
37189,
37189,52560
37191,124456
37191,
37193,68838
37193,
37195,
37195,81401
37197,
37197,37792
37199,
37199,17614
38000,
38001,
38001,2384
38003,11144
38003,
38005,
38005,6833
38007,
38007,901
38009,6650
38009,
38011,3247
38011,
38013,
38013,2245
38015,90503
38015,
38017,167005
38017,
38019,
38019,3855
38021,
38021,5150
38023,2432
38023,
38025,4399
38025,
38027,2377
38027,
38029,
38029,3422
38031,
38031,3362
38033,
38033,1825
38035,
38035,70138
38037,
38037,2361
38039,2319
38039,
38041,2660
38041,
38043,2424
38043,
38045,4149
38045,
38047,
38047,1944
38049,
38049,5988
38051,
38051,2801
38053,
38053,10996
38055,9578
38055,
38057,
38057,8746
38059,
38059,29822
38061,
38061,9782
38063,3045
38063,
38065,1850
38065,
38067,7128
38067,
38069,
38069,4404
38071,11564
38071,
38073,5446
38073,
38075,
38075,2587
38077,
38077,16432
38079,14616
38079,
38081,
38081,3931
38083,1326
38083,
38085,
38085,4422
38087,
38087,765
38089,30372
38089,
38091,
38091,1955
38093,
38093,21129
38095,
38095,2310
38097,
38097,8082
38099,
38099,10970
38101,
38101,69384
38103,
38103,4192
38105,
38105,32130
39000,
39001,
39001,28129
39003,
39003,105040
39005,
39005,53035
39007,
39007,99175
39009,64713
39009,
39011,45841
39011,
39013,
39013,69461
39015,
39015,44116
39017,
39017,374158
39019,28187
39019,
39021,
39021,39128
39023,
39023,136554
39025,201560
39025,
39027,
39027,41835
39029,
39029,105686
39031,36516
39031,
39033,
39033,42480
39035,
39035,1259828
39037,
39037,52196
39039,
39039,38510
39041,
39041,189113
39043,
39043,75828
39045,
39045,150381
39047,
39047,28800
39049,
39049,1231393
39051,
39051,42580
39053,
39053,30397
39055,
39055,94295
39057,
39057,163820
39059,39590
39059,
39061,806631
39061,
39063,75337
39063,
39065,31796
39065,
39067,
39067,15543
39069,27937
39069,
39071,
39071,43045
39073,
39073,28725
39075,
39075,43898
39077,
39077,58714
39079,32748
39079,
39081,67694
39081,
39083,61167
39083,
39085,
39085,229230
39087,
39087,61623
39089,
39089,169390
39091,
39091,45507
39093,
39093,304216
39095,435286
39095,
39097,
39097,43918
39099,
39099,233204
39101,
39101,65720
39103,176029
39103,
39105,23331
39105,
39107,40831
39107,
39109,103900
39109,
39111,
39111,14465
39113,
39113,533116
39115,14843
39115,
39117,35152
39117,
39119,
39119,85818
39121,
39121,14363
39123,
39123,41154
39125,
39125,18989
39127,
39127,35812
39129,
39129,56876
39131,28256
39131,
39133,
39133,161882
39135,
39135,41586
39137,
39137,34171
39139,
39139,121942
39141,
39141,77159
39143,
39143,60179
39145,77258
39145,
39147,55669
39147,
39149,48951
39149,
39151,
39151,375736
39153,541943
39153,
39155,
39155,205175
39157,92788
39157,
39159,53776
39159,
39161,
39161,28462
39163,
39163,13234
39165,221659
39165,
39167,61213
39167,
39169,
39169,115537
39171,
39171,37291
39173,
39173,129590
39175,
39175,22353
40000,
40001,
40001,22186
40003,
40003,5790
40005,
40005,13796
40007,5486
40007,
40009,
40009,23691
40011,
40011,9917
40013,44486
40013,
40015,
40015,29317
40017,
40017,129582
40019,
40019,48821
40021,
40021,48341
40023,
40023,15161
40025,2294
40025,
40027,269908
40027,
40029,5807
40029,
40031,125033
40031,
40033,
40033,6150
40035,14582
40035,
40037,70632
40037,
40039,
40039,29500
40041,41446
40041,
40043,
40043,4914
40045,
40045,4150
40047,
40047,63091
40049,27561
40049,
40051,
40051,53854
40053,
40053,4501
40055,
40055,6151
40057,2798
40057,
40059,
40059,3812
40061,
40061,12896
40063,
40063,13806
40065,25998
40065,
40067,
40067,6292
40069,11103
40069,
40071,
40071,45478
40073,
40073,15532
40075,
40075,9336
40077,
40077,10693
40079,49761
40079,
40081,34619
40081,
40083,
40083,45276
40085,
40085,9773
40087,37313
40087,
40089,33050
40089,
40091,
40091,20088
40093,
40093,7750
40095,
40095,16182
40097,
40097,40816
40099,13803
40099,
40101,
40101,69966
40103,
40103,11494
40105,
40105,10524
40107,12186
40107,
40109,
40109,766215
40111,
40111,39095
40113,
40113,47981
40115,
40115,32105
40117,16401
40117,
40119,80264
40119,
40121,
40121,44626
40123,
40123,38005
40125,
40125,71811
40127,11125
40127,
40129,
40129,3761
40131,89815
40131,
40133,
40133,25421
40135,
40135,41358
40137,44493
40137,
40139,21853
40139,
40141,7628
40141,
40143,629598
40143,
40145,75702
40145,
40147,51937
40147,
40149,
40149,11547
40151,9288
40151,
40153,
40153,21529
41000,
41001,
41001,16059
41003,86316
41003,
41005,
41005,394972
41007,37474
41007,
41009,
41009,49459
41011,62475
41011,
41013,
41013,20998
41015,22335
41015,
41017,
41017,170388
41019,
41019,106972
41021,1932
41021,
41023,7180
41023,
41025,7126
41025,
41027,22885
41027,
41029,210287
41029,
41031,
41031,22192
41033,83599
41033,
41035,
41035,65455
41037,7838
41037,
41039,358337
41039,
41041,
41041,46406
41043,
41043,119356
41045,
41045,30359
41047,
41047,326110
41049,
41049,11187
41051,
41051,776712
41053,
41053,77916
41055,1710
41055,
41057,
41057,25342
41059,
41059,76705
41061,25691
41061,
41063,6820
41063,
41065,25515
41065,
41067,562998
41067,
41069,
41069,1375
41071,
41071,101758
42000,
42001,
42001,101714
42003,1231255
42003,
42005,
42005,67785
42007,
42007,169392
42009,
42009,48946
42011,413691
42011,
42013,
42013,125955
42015,61784
42015,
42017,626685
42017,
42019,
42019,185943
42021,137732
42021,
42023,
42023,4805
42025,64441
42025,
42027,158742
42027,
42029,512784
42029,
42031,38821
42031,
42033,
42033,81191
42035,
42035,39745
42037,67122
42037,
42039,87175
42039,
42041,
42041,243762
42043,271453
42043,
42045,
42045,562960
42047,31194
42047,
42049,278443
42049,
42051,
42051,134086
42053,
42053,7518
42055,152892
42055,
42057,
42057,14632
42059,37843
42059,
42061,45750
42061,
42063,
42063,87706
42065,44638
42065,
42067,24796
42067,
42069,212719
42069,
42071,533320
42071,
42073,
42073,88771
42075,136359
42075,
42077,
42077,357823
42079,318829
42079,
42081,
42081,116508
42083,42554
42083,
42085,114884
42085,
42087,
42087,46552
42089,
42089,166314
42091,816857
42091,
42093,18641
42093,
42095,
42095,300654
42097,
42097,93944
42099,
42099,45634
42101,
42101,1560297
42103,
42103,56191
42105,17206
42105,
42107,145797
42107,
42109,40323
42109,
42111,
42111,76218
42113,6339
42113,
42115,
42115,41920
42117,42274
42117,
42119,
42119,44874
42121,
42121,53529
42123,40703
42123,
42125,
42125,208187
42127,
42127,51401
42129,359320
42129,
42131,
42131,28131
42133,440755
42133,
44000,
44001,
44001,49060
44003,
44003,165128
44005,
44005,82358
44007,
44007,631974
44009,126653
44009,
45000,
45001,
45001,24965
45003,
45003,164753
45005,
45005,9695
45007,192810
45007,
45009,15182
45009,
45011,21959
45011,
45013,
45013,175852
45015,198205
45015,
45017,14878
45017,
45019,381015
45019,
45021,
45021,56024
45023,
45023,32337
45025,
45025,46125
45027,
45027,34113
45029,
45029,37771
45031,67799
45031,
45033,
45033,31127
45035,
45035,148469
45037,26553
45037,
45039,22976
45039,
45041,
45041,139231
45043,
45043,60773
45045,482752
45045,
45047,69520
45047,
45049,
45049,20405
45051,
45051,298832
45053,27170
45053,
45055,
45055,63161
45057,
45057,83160
45059,66533
45059,
45061,
45061,18343
45063,
45063,277888
45065,
45065,9846
45067,
45067,31933
45069,
45069,27924
45071,37783
45071,
45073,
45073,75192
45075,
45075,90090
45077,120368
45077,
45079,401566
45079,
45081,
45081,20026
45083,293542
45083,
45085,107919
45085,
45087,27876
45087,
45089,
45089,32695
45091,
45091,245346
46000,
46003,
46003,2745
46005,
46005,18169
46007,3430
46007,
46009,
46009,7023
46011,
46011,33314
46013,38408
46013,
46015,5309
46015,
46017,
46017,2077
46019,10298
46019,
46021,1386
46021,
46023,9287
46023,
46025,3645
46025,
46027,
46027,13932
46029,27938
46029,
46031,4182
46031,
46033,8445
46033,
46035,19885
46035,
46037,5588
46037,
46039,
46039,4312
46041,5662
46041,
46043,
46043,2973
46045,3983
46045,
46047,6845
46047,
46049,
46049,2357
46051,7241
46051,
46053,
46053,4217
46055,
46055,1847
46057,5989
46057,
46059,
46059,3345
46061,
46061,3419
46063,
46063,1250
46065,
46065,17642
46067,7200
46067,
46069,1396
46069,
46071,3274
46071,
46073,
46073,2007
46075,975
46075,
46077,
46077,5075
46079,12368
46079,
46081,
46081,24657
46083,
46083,51548
46085,
46085,3877
46087,
46087,5649
46089,
46089,2429
46091,4683
46091,
46093,26951
46093,
46095,2100
46095,
46097,2316
46097,
46099,
46099,182882
46101,
46101,6367
46103,108242
46103,
46105,3033
46105,
46107,2340
46107,
46109,
46109,10374
46111,
46111,2336
46113,14218
46113,
46115,
46115,6598
46117,
46117,2983
46119,
46119,1438
46121,
46121,9882
46123,
46123,5512
46125,
46125,8272
46127,15029
46127,
46129,
46129,5511
46135,
46135,22684
46137,2826
46137,
47000,
47001,75528
47001,
47003,46627
47003,
47005,
47005,16145
47007,13931
47007,
47009,
47009,126339
47011,102975
47011,
47013,
47013,39918
47015,13757
47015,
47017,28370
47017,
47019,
47019,56886
47021,
47021,39764
47023,17379
47023,
47025,31592
47025,
47027,
47027,7765
47029,
47029,35374
47031,
47031,53623
47033,14668
47033,
47035,57985
47035,
47037,
47037,668347
47039,11666
47039,
47041,19268
47041,
47043,
47043,50575
47045,37935
47045,
47047,
47047,39011
47049,
47049,17855
47051,
47051,41402
47053,
47053,49472
47055,
47055,28853
47057,22864
47057,
47059,
47059,68335
47061,
47061,13425
47063,
47063,63036
47065,351220
47065,
47067,6657
47067,
47069,25965
47069,
47071,
47071,25870
47073,
47073,56735
47075,18185
47075,
47077,
47077,28009
47079,
47079,32204
47081,24384
47081,
47083,
47083,8267
47085,18135
47085,
47087,11568
47087,
47089,52677
47089,
47091,17859
47091,
47093,448644
47093,
47095,7631
47095,
47097,27382
47097,
47099,42274
47099,
47101,11906
47101,
47103,33637
47103,
47105,50771
47105,
47107,52626
47107,
47109,26267
47109,
47111,23003
47111,
47113,
47113,98178
47115,
47115,28407
47117,31269
47117,
47119,
47119,85515
47121,
47121,11701
47123,
47123,45233
47125,
47125,189961
47127,
47127,6319
47129,21660
47129,
47131,
47131,30941
47133,
47133,22028
47135,
47135,7822
47137,5124
47137,
47139,16730
47139,
47141,74165
47141,
47143,32641
47143,
47145,52748
47145,
47147,
47147,68079
47149,
47149,288906
47151,
47151,21987
47153,
47153,14704
47155,
47155,95110
47157,938803
47157,
47159,19009
47159,
47161,
47161,13279
47163,157047
47163,
47165,
47165,172706
47167,
47167,61623
47169,
47169,8002
47171,17963
47171,
47173,19113
47173,
47175,5633
47175,
47177,
47177,39969
47179,
47179,126242
47181,
47181,16913
47183,34373
47183,
47185,
47185,26301
47187,205226
47187,
47189,
47189,125376
48000,
48001,
48001,57627
48003,17477
48003,
48005,87750
48005,
48007,
48007,24972
48009,8811
48009,
48011,1955
48011,
48013,
48013,47774
48015,
48015,29114
48017,
48017,6910
48019,
48019,20892
48021,
48021,78069
48023,3592
48023,
48025,
48025,32863
48027,
48027,329140
48029,
48029,1855866
48031,10812
48031,
48033,652
48033,
48035,17780
48035,
48037,
48037,93275
48039,338124
48039,
48041,
48041,209152
48043,9173
48043,
48045,1536
48045,
48047,
48047,7194
48049,37653
48049,
48051,
48051,17253
48053,
48053,44943
48055,39810
48055,
48057,
48057,21797
48059,
48059,13513
48061,420392
48061,
48063,12621
48063,
48065,6013
48065,
48067,
48067,30261
48069,
48069,7781
48071,
48071,38145
48073,50902
48073,
48075,
48075,7089
48077,
48077,10370
48079,
48079,2935
48081,3254
48081,
48083,
48083,8430
48085,885241
48085,
48087,3017
48087,
48089,
48089,20719
48091,
48091,123694
48093,
48093,13550
48095,
48095,4050
48097,38761
48097,
48099,
48099,75562
48101,
48101,1415
48103,4950
48103,
48105,3812
48105,
48107,5899
48107,
48109,
48109,2266
48111,7135
48111,
48113,
48113,2518638
48115,
48115,13372
48117,19195
48117,
48119,
48119,5238
48121,753363
48121,
48123,20684
48123,
48125,
48125,2218
48127,
48127,11089
48129,
48129,3543
48131,
48131,11533
48133,
48133,18176
48135,153904
48135,
48137,1879
48137,
48139,159317
48139,
48141,833487
48141,
48143,
48143,40147
48145,
48145,16989
48147,33752
48147,
48149,
48149,24833
48151,3831
48151,
48153,5949
48153,
48155,
48155,1275
48157,
48157,685345
48159,10600
48159,
48161,
48161,19762
48163,18531
48163,
48165,
48165,19425
48167,314198
48167,
48169,
48169,6435
48171,
48171,25520
48173,
48173,1291
48175,
48175,7549
48177,
48177,20462
48179,
48179,23044
48181,
48181,123534
48183,123204
48183,
48185,
48185,27172
48187,
48187,147250
48189,
48189,34720
48191,
48191,3147
48193,
48193,8199
48195,5509
48195,
48197,
48197,3928
48199,
48199,55621
48201,
48201,4441370
48203,67336
48203,
48205,6089
48205,
48207,
48207,5769
48209,
48209,185025
48211,4180
48211,
48213,
48213,79290
48215,
48215,831073
48217,
48217,34848
48219,23577
48219,
48221,53921
48221,
48223,35921
48223,
48225,22741
48225,
48227,
48227,36651
48229,3211
48229,
48231,
48231,88493
48233,
48233,21773
48235,
48235,1574
48237,8855
48237,
48239,14739
48239,
48241,35552
48241,
48243,2204
48243,
48245,252235
48245,
48247,
48247,5255
48249,
48249,41353
48251,157456
48251,
48253,
48253,19936
48255,
48255,14906
48257,
48257,111236
48259,38880
48259,
48261,
48261,400
48263,
48263,785
48265,
48265,50562
48267,4438
48267,
48269,
48269,262
48271,3526
48271,
48273,
48273,32190
48275,
48275,3858
48277,
48277,49523
48279,
48279,13574
48281,20156
48281,
48283,
48283,7474
48285,19721
48285,
48287,16742
48287,
48289,
48289,16861
48291,
48291,78117
48293,
48293,23524
48295,
48295,3553
48297,
48297,12091
48299,
48299,19510
48301,
48301,86
48303,293974
48303,
48305,
48305,5771
48307,
48307,8199
48309,243441
48309,
48311,805
48311,
48313,
48313,13861
48315,10149
48315,
48317,
48317,5460
48319,
48319,4071
48321,36519
48321,
48323,57023
48323,
48325,47894
48325,
48327,2147
48327,
48329,155830
48329,
48331,24256
48331,
48333,
48333,4870
48335,
48335,9076
48337,19416
48337,
48339,
48339,518947
48341,
48341,22148
48343,
48343,12743
48345,1153
48345,
48347,
48347,65301
48349,
48349,48195
48351,14138
48351,
48353,15093
48353,
48355,356221
48355,
48357,
48357,10758
48359,2070
48359,
48361,
48361,83433
48363,28096
48363,
48365,
48365,23769
48367,123164
48367,
48369,
48369,9908
48371,
48371,15893
48373,
48373,46079
48375,
48375,121627
48377,
48377,6976
48379,11032
48379,
48381,
48381,128220
48383,
48383,3755
48385,
48385,3371
48387,
48387,12446
48389,
48389,14349
48391,7302
48391,
48393,928
48393,
48395,
48395,16500
48397,
48397,87809
48399,
48399,10416
48401,53923
48401,
48403,10350
48403,
48405,
48405,8610
48407,27099
48407,
48409,
48409,66915
48411,
48411,5622
48413,3162
48413,
48415,
48415,17328
48417,
48417,3343
48419,
48419,25515
48421,
48421,3084
48423,
48423,218842
48425,
48425,8694
48427,
48427,62955
48429,9405
48429,
48431,
48431,1339
48433,1403
48433,
48435,3972
48435,
48437,
48437,7581
48439,1945360
48439,
48441,
48441,135143
48443,
48443,927
48445,
48445,12739
48447,
48447,1608
48449,32506
48449,
48451,
48451,116608
48453,
48453,1151145
48455,
48455,14224
48457,21418
48457,
48459,
48459,40354
48461,3454
48461,
48463,
48463,27117
48465,48974
48465,
48467,
48467,52910
48469,
48469,91081
48471,69789
48471,
48473,46820
48473,
48475,
48475,11625
48477,34438
48477,
48479,
48479,266673
48481,41168
48481,
48483,
48483,5714
48485,
48485,132355
48487,12973
48487,
48489,21903
48489,
48491,
48491,489250
48493,
48493,46402
48495,
48495,7821
48497,61638
48497,
48499,
48499,42852
